Mean R,Mean G,Mean B,Std R,Std G,Std B,Green %,Contrast,Energy,Homogeneity,LBP0,LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9,Edge Density,Num Contours,Max Contour Area,Avg Circularity,Label
0.5478134,0.59854245,0.47214285,0.20170341,0.14945595,0.2584473,57.03582763671875,925.5983609068628,0.011375847287245349,0.0791972671957906,0.1322174072265625,0.1093597412109375,0.0526885986328125,0.05316162109375,0.0521087646484375,0.0549468994140625,0.058563232421875,0.11077880859375,0.1513824462890625,0.22479248046875,58.232574462890625,851,303.0,0.08447533226621336,0
0.5292996,0.5628733,0.49971563,0.22040257,0.16336782,0.2568148,39.09454345703125,740.3573988970588,0.01528332328861839,0.11955949881316,0.118316650390625,0.108245849609375,0.053466796875,0.061553955078125,0.0672149658203125,0.0691680908203125,0.062835693359375,0.1090087890625,0.14056396484375,0.209625244140625,43.509063720703125,691,358.0,0.1007895724757127,0
0.51958334,0.5526108,0.47768405,0.17472377,0.1335693,0.21328673,45.76568603515625,820.4200520833333,0.01300080459293953,0.09250793889876517,0.128814697265625,0.109283447265625,0.05401611328125,0.053955078125,0.055572509765625,0.0587158203125,0.0602874755859375,0.1099700927734375,0.147674560546875,0.221710205078125,52.79296875,739,1811.5,0.08505768179805791,0
0.46073508,0.5039039,0.41217226,0.24059628,0.18997823,0.26600564,54.69512939453125,1085.129304534314,0.010650644097572076,0.07960928203423258,0.128204345703125,0.1103668212890625,0.05157470703125,0.0548553466796875,0.0559844970703125,0.057647705078125,0.0598602294921875,0.111907958984375,0.1479034423828125,0.2216949462890625,52.15484619140625,686,783.5,0.0920842895598169,0
0.49508193,0.53276694,0.4543591,0.22643599,0.1873972,0.247157,56.304931640625,1336.1411764705886,0.011442758367210473,0.08857259836231121,0.129974365234375,0.1067962646484375,0.0512542724609375,0.053009033203125,0.0554351806640625,0.0576629638671875,0.0603179931640625,0.109039306640625,0.153350830078125,0.2231597900390625,57.54386901855469,685,1210.5,0.07456073489110618,0
0.50196254,0.53191996,0.46071786,0.20396793,0.14423771,0.23301923,47.7294921875,866.912530637255,0.013843797983773113,0.08455834299466711,0.1341705322265625,0.1103515625,0.0505523681640625,0.04974365234375,0.050537109375,0.054595947265625,0.0566253662109375,0.110870361328125,0.1551361083984375,0.2274169921875,55.493316650390625,885,538.5,0.08602175128314332,0
0.5181879,0.557721,0.48201805,0.22757854,0.16759066,0.2605737,43.69354248046875,652.4777726715687,0.012932927567682138,0.09866251364209677,0.1172332763671875,0.109100341796875,0.05499267578125,0.0618743896484375,0.0677642822265625,0.0684356689453125,0.0660552978515625,0.110107421875,0.1367645263671875,0.207672119140625,40.99937438964844,592,311.0,0.0778177119404225,0
0.5388689,0.572111,0.47499153,0.19250564,0.15412909,0.24400458,47.4700927734375,586.7088848039217,0.011453166227411764,0.07793119732707006,0.1236724853515625,0.11297607421875,0.0553131103515625,0.05694580078125,0.0591583251953125,0.0604248046875,0.0595245361328125,0.1125946044921875,0.1413726806640625,0.218017578125,42.70751953125,554,515.0,0.08126716110119082,0
0.52821994,0.58613586,0.47972065,0.18723895,0.12228809,0.23437138,55.22613525390625,716.116299019608,0.019913399658054495,0.11976627954853036,0.12298583984375,0.1061859130859375,0.0509185791015625,0.0582275390625,0.061126708984375,0.0675201416015625,0.0610809326171875,0.10723876953125,0.1492767333984375,0.2154388427734375,46.87477111816406,654,397.5,0.0913422772006874,0
0.46675625,0.50085336,0.43706346,0.17969938,0.13380544,0.21149667,48.358154296875,784.3039675245099,0.010396987294826682,0.06456314000895762,0.139923095703125,0.11187744140625,0.0520172119140625,0.046173095703125,0.0447235107421875,0.0492095947265625,0.0544281005859375,0.111419677734375,0.155303955078125,0.23492431640625,55.30265808105469,807,407.5,0.07930598313811646,0
0.41167742,0.49423584,0.3600433,0.19778094,0.17207102,0.2628486,63.7603759765625,676.3681832107843,0.012506301388619991,0.11645800524201344,0.1107940673828125,0.1031494140625,0.057098388671875,0.06964111328125,0.078460693359375,0.0772857666015625,0.0687255859375,0.1033782958984375,0.13372802734375,0.1977386474609375,49.21714782714844,543,648.5,0.09811732821497506,0
0.47743002,0.53533524,0.43229613,0.21645594,0.16010453,0.25182596,56.1920166015625,874.7852328431372,0.011827885145802654,0.08211172379717548,0.1274871826171875,0.1107177734375,0.0524749755859375,0.0559844970703125,0.054290771484375,0.0594940185546875,0.05810546875,0.1090545654296875,0.150054931640625,0.2223358154296875,55.9991455078125,770,1233.0,0.10449779489994455,0
0.50801086,0.5481646,0.46296898,0.18698932,0.1294263,0.21896788,42.7978515625,585.4614889705882,0.011990058117615408,0.0713272878636621,0.131195068359375,0.114227294921875,0.0537261962890625,0.0511322021484375,0.05096435546875,0.0529327392578125,0.0572967529296875,0.1129913330078125,0.1479339599609375,0.22760009765625,38.24455261230469,572,378.0,0.11998612467502454,0
0.4529334,0.5416141,0.41722342,0.18337019,0.14952964,0.24275638,60.02197265625,1057.4168811274512,0.010467953553500489,0.07029953196029864,0.13458251953125,0.1109619140625,0.0503997802734375,0.051422119140625,0.05206298828125,0.0567474365234375,0.054473876953125,0.108367919921875,0.1538543701171875,0.2271270751953125,59.81620788574219,816,939.5,0.08764737223939238,0
0.48893452,0.537164,0.43891066,0.19703212,0.13710552,0.23408726,52.86102294921875,897.042417279412,0.011156967673164363,0.07116118217906862,0.135589599609375,0.112823486328125,0.051116943359375,0.0482330322265625,0.047393798828125,0.0534515380859375,0.0544586181640625,0.109619140625,0.1579437255859375,0.2293701171875,53.73847961425781,861,262.0,0.10320108629070304,0
0.53806126,0.58584,0.47820878,0.18989201,0.13270132,0.2366943,45.75958251953125,741.5205882352943,0.012326032464414396,0.0854448965038039,0.1232452392578125,0.1112213134765625,0.0566253662109375,0.058135986328125,0.0590362548828125,0.060089111328125,0.060638427734375,0.1108245849609375,0.142791748046875,0.2173919677734375,43.23280334472656,606,894.5,0.0778339734913699,0
0.4081508,0.49306175,0.33629367,0.184984,0.16186033,0.24883491,63.56964111328125,813.3437040441177,0.010166359190796018,0.06966175913209711,0.1306304931640625,0.1114959716796875,0.0518341064453125,0.0531158447265625,0.0558013916015625,0.0554962158203125,0.056060791015625,0.10894775390625,0.151947021484375,0.22467041015625,52.271575927734375,749,602.5,0.08178396159175594,0
0.42105642,0.50953907,0.38082692,0.15000512,0.12570465,0.23920274,60.40496826171875,699.5113204656865,0.017018412539005014,0.12063736778797503,0.108062744140625,0.09967041015625,0.055755615234375,0.073211669921875,0.0797882080078125,0.082794189453125,0.067962646484375,0.1016998291015625,0.13385009765625,0.19720458984375,52.90580749511719,536,761.0,0.08168518385744064,0
0.6007204,0.6286613,0.5443727,0.1963831,0.15552747,0.2348061,43.896484375,724.740931372549,0.01163667311511347,0.07252973120137962,0.135955810546875,0.111968994140625,0.0518646240234375,0.0511474609375,0.0505218505859375,0.0533905029296875,0.0572967529296875,0.1103057861328125,0.14862060546875,0.2289276123046875,45.88645935058594,712,599.5,0.07720609790577695,0
0.5479305,0.6166152,0.4621604,0.135836,0.13493206,0.22188547,51.46484375,590.7334712009806,0.014185652818746383,0.07425436572262217,0.1328125,0.1096954345703125,0.0556793212890625,0.0538482666015625,0.0547943115234375,0.0564117431640625,0.056884765625,0.108062744140625,0.147857666015625,0.2239532470703125,49.34944152832031,731,208.5,0.09210870248137353,0
0.42574933,0.49689004,0.41238016,0.17511961,0.14712119,0.22192912,59.0362548828125,937.7946537990196,0.010445529325735487,0.07159572825265664,0.128570556640625,0.1094207763671875,0.0569915771484375,0.055908203125,0.056243896484375,0.0581817626953125,0.058013916015625,0.1099700927734375,0.1470184326171875,0.2196807861328125,59.31816101074219,778,1039.5,0.0816593980673017,0
0.42949072,0.5234058,0.39199537,0.17556311,0.14320178,0.23230098,54.9652099609375,683.0022212009804,0.0110796149444219,0.08100603463670678,0.12664794921875,0.1091766357421875,0.056304931640625,0.056121826171875,0.05712890625,0.059814453125,0.060302734375,0.1097869873046875,0.1439208984375,0.220794677734375,53.641204833984375,696,347.0,0.08881791735800121,0
0.500209,0.54229987,0.42771447,0.2323421,0.17485857,0.28077865,53.03497314453125,914.220235906863,0.011928077251667047,0.09187773996968017,0.128173828125,0.1067047119140625,0.05303955078125,0.0561065673828125,0.05718994140625,0.0591888427734375,0.0599822998046875,0.1089324951171875,0.149505615234375,0.2211761474609375,53.547821044921875,732,682.0,0.08782979677740539,0
0.5247022,0.56389236,0.46641523,0.23473889,0.18729867,0.2689895,57.87811279296875,910.0956801470585,0.010002881917769475,0.06531624639357013,0.13427734375,0.1095123291015625,0.0545806884765625,0.050628662109375,0.053314208984375,0.0578765869140625,0.059600830078125,0.106658935546875,0.1487274169921875,0.224822998046875,62.06520080566406,765,866.0,0.08256917783744155,0
0.43828475,0.52579296,0.44217467,0.15206964,0.13519116,0.21051075,56.91680908203125,629.7787224264706,0.01402942091734194,0.11831574208494405,0.1163177490234375,0.105133056640625,0.0558624267578125,0.0691070556640625,0.0682525634765625,0.0706634521484375,0.0651397705078125,0.1048583984375,0.1387786865234375,0.2058868408203125,45.97984313964844,622,414.5,0.08001874533017098,0
0.41608265,0.49671668,0.40683523,0.1683743,0.1198514,0.22832258,55.6121826171875,780.6253829656864,0.012410371635395956,0.089806043745104,0.1214752197265625,0.110198974609375,0.0547943115234375,0.0598907470703125,0.059783935546875,0.0630950927734375,0.0619964599609375,0.10784912109375,0.1448974609375,0.2160186767578125,55.368804931640625,707,668.0,0.0749527249430065,0
0.40633118,0.45627475,0.42597848,0.1701928,0.17702104,0.1823876,36.29608154296875,856.7677083333333,0.0160378165071625,0.11663117316464822,0.12396240234375,0.1101837158203125,0.049896240234375,0.0540008544921875,0.0594024658203125,0.0638427734375,0.0588836669921875,0.1102142333984375,0.1507568359375,0.2188568115234375,53.687896728515625,738,320.0,0.07238700968251495,0
0.4292775,0.4915965,0.44263822,0.1994682,0.15188752,0.26868498,46.990966796875,625.2972273284316,0.015856673776191064,0.1358769826497948,0.099517822265625,0.0983734130859375,0.0543975830078125,0.0814971923828125,0.0983123779296875,0.0903778076171875,0.0714263916015625,0.097259521484375,0.1261138916015625,0.1827239990234375,44.365081787109375,512,262.5,0.08967316440969691,0
0.4804399,0.51408744,0.44202822,0.21652275,0.16484292,0.25426245,49.871826171875,561.5194240196079,0.013089966593295909,0.09195629641301349,0.1264190673828125,0.1141204833984375,0.0537109375,0.053375244140625,0.0548858642578125,0.0601043701171875,0.0611419677734375,0.1094512939453125,0.14654541015625,0.220245361328125,37.20176696777344,530,652.5,0.08480843761247982,0
0.4151815,0.49075237,0.38112938,0.17376819,0.13705626,0.24377845,58.40606689453125,548.6527879901961,0.013522053631243964,0.1015913447004773,0.1215667724609375,0.1057586669921875,0.0547943115234375,0.0614013671875,0.0655517578125,0.0680999755859375,0.063568115234375,0.1053466796875,0.139007568359375,0.21490478515625,49.04594421386719,591,1756.5,0.07820248678405267,0
0.5002072,0.5506889,0.47220892,0.17178038,0.11916587,0.20716171,53.2440185546875,380.9099417892158,0.017977109309808694,0.12139018844325428,0.1130828857421875,0.11102294921875,0.056243896484375,0.066650390625,0.065155029296875,0.0698699951171875,0.0693359375,0.1089324951171875,0.1324615478515625,0.207244873046875,31.513137817382812,398,315.5,0.08850350271518301,0
0.40055507,0.4949457,0.38771483,0.16860557,0.13364062,0.2392569,58.26263427734375,666.2932904411766,0.016823943689168355,0.11800774914462725,0.115203857421875,0.1027679443359375,0.0560455322265625,0.0655517578125,0.071624755859375,0.075439453125,0.0689544677734375,0.103729248046875,0.1354522705078125,0.205230712890625,50.933074951171875,652,490.5,0.08309692658981697,0
0.5455859,0.5773016,0.50040233,0.21541443,0.17057334,0.24334505,47.4578857421875,1160.0238357843136,0.009338660466814626,0.05906265777925654,0.1390533447265625,0.11090087890625,0.0521392822265625,0.045989990234375,0.0465850830078125,0.0495147705078125,0.0510711669921875,0.113983154296875,0.156494140625,0.2342681884765625,56.224822998046875,762,1466.0,0.08951583080705636,0
0.43333685,0.49632454,0.38865376,0.2140495,0.18280934,0.29449803,57.9132080078125,680.1277267156862,0.012527078633188337,0.10914072031572657,0.1169891357421875,0.1038665771484375,0.0531768798828125,0.0640716552734375,0.0696563720703125,0.071075439453125,0.063873291015625,0.1060028076171875,0.1416473388671875,0.2096405029296875,51.05369567871094,638,416.0,0.0793177593992946,0
0.5263769,0.5555552,0.4710306,0.17786337,0.134529,0.22798657,45.89996337890625,761.272487745098,0.010987455730037694,0.07081041768916972,0.130218505859375,0.11407470703125,0.053192138671875,0.0509490966796875,0.05377197265625,0.05615234375,0.0582122802734375,0.111328125,0.1474761962890625,0.2246246337890625,55.07698059082031,798,425.0,0.07394485406738448,0
0.41811323,0.49167937,0.37577087,0.15214123,0.13826838,0.2212065,54.11376953125,516.0268075980392,0.015088443684240598,0.10886397464372638,0.116729736328125,0.10418701171875,0.0576171875,0.066253662109375,0.06976318359375,0.07037353515625,0.0666656494140625,0.10455322265625,0.135650634765625,0.2082061767578125,42.23670959472656,513,293.5,0.08105640245943496,0
0.52688324,0.56020355,0.49145564,0.16048163,0.11519384,0.21095496,37.32147216796875,670.2034773284313,0.013401536048466434,0.08838468691979144,0.1185455322265625,0.10992431640625,0.055694580078125,0.0615234375,0.06890869140625,0.0665740966796875,0.062713623046875,0.106719970703125,0.1380767822265625,0.2113189697265625,47.244415283203125,621,1502.0,0.08860646589600103,0
0.42441195,0.48907864,0.39880103,0.19439049,0.18725877,0.24105091,48.62213134765625,447.68169424019607,0.01407370916838712,0.12958386157119023,0.1007232666015625,0.105560302734375,0.0592498779296875,0.0759429931640625,0.0894927978515625,0.0833282470703125,0.0706329345703125,0.102783203125,0.120849609375,0.191436767578125,38.05778503417969,513,420.5,0.08122830655693886,0
0.42299336,0.49767038,0.37064856,0.17563954,0.14347568,0.24509484,56.13250732421875,680.2645986519609,0.011475288012626388,0.09219748740338725,0.113677978515625,0.1069793701171875,0.0572967529296875,0.069122314453125,0.075897216796875,0.0717620849609375,0.064453125,0.1044158935546875,0.13323974609375,0.203155517578125,47.80860900878906,615,428.0,0.08498549753367302,0
0.51414835,0.5559006,0.4562915,0.20015742,0.15361178,0.23389462,54.13055419921875,793.3648897058823,0.010488668802100675,0.07021395113510874,0.135040283203125,0.11309814453125,0.0515289306640625,0.047515869140625,0.0499420166015625,0.05242919921875,0.0567169189453125,0.11041259765625,0.1527099609375,0.2306060791015625,56.06529235839844,795,620.5,0.08006200875535616,0
0.41512555,0.49493098,0.3698839,0.18926424,0.15928209,0.23694722,64.422607421875,610.5266544117646,0.011574832346324336,0.09913100538570474,0.11962890625,0.10760498046875,0.058349609375,0.0606689453125,0.0597381591796875,0.06793212890625,0.0634918212890625,0.106719970703125,0.143157958984375,0.21270751953125,45.4156494140625,580,581.0,0.09490607910788576,0
0.5234595,0.5577276,0.4807336,0.2217777,0.167735,0.25473946,47.48992919921875,1035.2994332107842,0.00947619629866275,0.05742320141179623,0.13580322265625,0.1125030517578125,0.053314208984375,0.0495147705078125,0.0479888916015625,0.049346923828125,0.0532684326171875,0.1105499267578125,0.1563873291015625,0.2313232421875,52.971954345703125,733,587.5,0.09017726761277783,0
0.52981657,0.56595457,0.452929,0.1905416,0.14812145,0.23995174,49.554443359375,552.3351256127452,0.010937575091053269,0.0798081402304783,0.126708984375,0.109649658203125,0.057037353515625,0.056884765625,0.0591888427734375,0.0590057373046875,0.0596771240234375,0.1094207763671875,0.1419525146484375,0.2204742431640625,44.256134033203125,621,463.5,0.09354958497968294,0
0.4137519,0.48126748,0.38538712,0.20252185,0.15716965,0.27225074,52.3590087890625,507.6924479166667,0.01425301767931155,0.11266441818644982,0.1023712158203125,0.10003662109375,0.0604400634765625,0.079345703125,0.0910797119140625,0.085693359375,0.071990966796875,0.0995635986328125,0.12237548828125,0.187103271484375,38.63365173339844,487,557.5,0.06533973885936736,0
0.46115226,0.49763286,0.49076787,0.17325929,0.14904718,0.21734725,33.9447021484375,650.8965073529412,0.014270014759755235,0.11626461322541576,0.11328125,0.1089935302734375,0.0558319091796875,0.0677032470703125,0.0703277587890625,0.0716400146484375,0.06524658203125,0.1068878173828125,0.1358642578125,0.2042236328125,40.38848876953125,556,437.5,0.08968638915960456,0
0.42672983,0.5224845,0.41862813,0.17646562,0.14509612,0.21783336,62.01324462890625,905.4655177696081,0.012103000249830523,0.09330255662056303,0.1205902099609375,0.1037139892578125,0.055145263671875,0.0650634765625,0.070556640625,0.06988525390625,0.0648956298828125,0.1049346923828125,0.137969970703125,0.207244873046875,59.90959167480469,673,647.5,0.06762638336833084,0
0.50323117,0.541926,0.43766338,0.19979289,0.1637062,0.23198381,57.64617919921875,958.8370251225492,0.009401806818068337,0.060789858505242496,0.1383514404296875,0.11297607421875,0.0512237548828125,0.0464935302734375,0.0469818115234375,0.0513763427734375,0.0548095703125,0.1106109619140625,0.1548004150390625,0.2323760986328125,60.29090881347656,755,1120.0,0.08068536782900182,0
0.51390445,0.5581737,0.45834616,0.18168458,0.13548987,0.22880025,52.47039794921875,758.1006127450981,0.012027712776794413,0.08214882181632914,0.1287078857421875,0.1080474853515625,0.05462646484375,0.0567169189453125,0.055908203125,0.0589141845703125,0.0598907470703125,0.1083221435546875,0.146697998046875,0.22216796875,51.524505615234375,623,1264.5,0.08448546668073652,0
0.613799,0.667072,0.5545287,0.25054175,0.19413671,0.2946691,54.571533203125,1090.0512254901962,0.011614737488373958,0.07592618278160453,0.1318359375,0.108367919921875,0.05029296875,0.053497314453125,0.0547943115234375,0.0594329833984375,0.0590362548828125,0.10894775390625,0.149566650390625,0.2242279052734375,55.275421142578125,742,706.5,0.07660900193351021,0
0.44458526,0.5220351,0.37332115,0.16002394,0.15773419,0.21064985,57.14111328125,736.5146446078434,0.012300562150012287,0.07952620664638611,0.1275177001953125,0.1087799072265625,0.054473876953125,0.05999755859375,0.059661865234375,0.0592193603515625,0.0612640380859375,0.1068267822265625,0.144744873046875,0.2175140380859375,58.559417724609375,816,273.5,0.07934071744224822,0
0.41021645,0.4835489,0.38400066,0.21406034,0.17814687,0.2767389,59.64813232421875,814.2867953431372,0.011263108728889122,0.08937441434725517,0.120697021484375,0.1020660400390625,0.0547637939453125,0.063995361328125,0.0703582763671875,0.0701751708984375,0.0636749267578125,0.1015625,0.14300537109375,0.2097015380859375,56.333770751953125,679,1350.5,0.08659970647216815,0
